Filename,DOI,Relevance_Score,Species,Gene,Mod_Type,Phenotype,Quant_Data,Promoter,Terminator,Application_Category
6626041.pdf,10.1038/s41598-019-46635-5,0.9,populus,Potri.008G050700,Gene Expression,Aquaporin Activity,-2.81; -4.41; -4.36; -4.02,,,"Plant Transformation, Disease Resistance"
6626041.pdf,10.1038/s41598-019-46635-5,0.9,populus,Potri.001G235300,Gene Expression,Aquaporin Activity,-2.30; -3.32; -2.42,,,"Plant Transformation, Disease Resistance"
6717372.pdf,10.1186/s12864-019-6045-y,0.9,tetrastigma hemsleyanum,PAL,Overexpression,Flavonol biosynthesis,Increased expression; 3-4 fold up-regulation,,,"Flavonol biosynthesis, Cold stress response"
6717372.pdf,10.1186/s12864-019-6045-y,0.9,tetrastigma hemsleyanum,4CL,Overexpression,Flavonol biosynthesis,Increased expression; 2.5 fold up-regulation,,,"Flavonol biosynthesis, Cold stress response"
6717372.pdf,10.1186/s12864-019-6045-y,0.9,tetrastigma hemsleyanum,CHS,Overexpression,Flavonol biosynthesis,Increased expression; RPKM from 923 to 7889,,,"Flavonol biosynthesis, Cold stress response"
6717372.pdf,10.1186/s12864-019-6045-y,0.9,tetrastigma hemsleyanum,ANR,Overexpression,Flavonol biosynthesis,Increased expression; 39 fold up-regulation,,,"Flavonol biosynthesis, Cold stress response"
6717372.pdf,10.1186/s12864-019-6045-y,0.9,tetrastigma hemsleyanum,FLS,Overexpression,Flavonol biosynthesis,Increased expression; 3-4 fold up-regulation,,,"Flavonol biosynthesis, Cold stress response"
6717372.pdf,10.1186/s12864-019-6045-y,0.9,tetrastigma hemsleyanum,LAR,Overexpression,Flavonol biosynthesis,Increased expression; 39 fold up-regulation,,,"Flavonol biosynthesis, Cold stress response"
9266954.pdf,10.3390/ijms23137335,0.9,rosa chinensis,RcPRR1a,Gene Silencing,Early Flowering,Flowering Time: 42 days; Expression Level: 0.9,,,"Flowering, Gene expression"
9266954.pdf,10.3390/ijms23137335,0.9,rosa chinensis,RcPRR5,Gene Silencing,Early Flowering,Flowering Time: 43 days; Expression Level: 0.9,,,"Flowering, Gene expression"
4629437.pdf,10.1016/j.apsb.2015.05.009,0.9,aquilaria sinensis,AsCOI1,Gene expression,Expression levels in response to stress,Roots: highest expression; Stems: moderate expression; Leaves: lowest expression,,,"Gene expression, Stress response"
3522709.pdf,10.1371/journal.pone.0051763,0.9,pepper,cw-Inv,Expression,Increased cw-Inv activity,Higher cw-Inv mRNA and enzyme activity relative to Xcv wild type,,,"Gene expression, Disease resistance"
3522709.pdf,10.1371/journal.pone.0051763,0.8,pepper,PRQ,Expression,Increased PRQ mRNA,Higher PRQ mRNA abundance,,,Disease resistance
3522709.pdf,10.1371/journal.pone.0051763,0.7,pepper,RbcS,Expression,Decreased RbcS mRNA,Lower RbcS mRNA abundance,,,Photosynthesis
3522709.pdf,10.1371/journal.pone.0051763,0.6,pepper,Pti5,Expression,Increased Pti5 mRNA,Higher Pti5 mRNA abundance,,,Effector-triggered immunity
3522709.pdf,10.1371/journal.pone.0051763,0.5,pepper,Acre31,Expression,Increased Acre31 mRNA,Higher Acre31 mRNA abundance,,,Effector-triggered immunity
11809586.pdf,10.1093/plphys/kiaf015,0.9,arabidopsis thaliana,AVP1,Overexpression,"Salt tolerance, Phosphate starvation tolerance",Higher tolerance to salt and phosphate starvation,,,"Above-ground biomass property, Disease resistance, Salt tolerance, Phosphate starvation tolerance"
11809586.pdf,10.1093/plphys/kiaf015,0.8,arabidopsis thaliana,UBC34,Downregulation,Higher tolerance to salt and phosphate starvation,Higher tolerance to salt and phosphate starvation,,,"Salt tolerance, Phosphate starvation tolerance, Stress response regulation"
11809586.pdf,10.1093/plphys/kiaf015,0.7,arabidopsis thaliana,UBC34,Overexpression,Decreased salt and phosphate starvation tolerance,Decreased tolerance to salt and phosphate starvation,,,"Salt tolerance, Phosphate starvation tolerance, Stress response regulation"
7279021.pdf,10.3390/ijms21103524,0.9,arabidopsis thaliana,CmTST1,Overexpression,Improved root and shoot growth under high sugar stress,Root length increased by 10 mm; Germination percentage improved by 5%,,,"Above-ground biomass property, Root Property"
4126672.pdf,10.1371/journal.pone.0103770,0.8,arabidopsis thaliana,MtAGa,Overexpression,"Homeotic conversions, wax accumulation",60% of plants showed strong phenotype; 30% medium; 10% mild,,,"Flowering, Fruit Property, Fruit yield, Gene expression"
4126672.pdf,10.1371/journal.pone.0103770,0.8,arabidopsis thaliana,MtAGb,Overexpression,"Homeotic conversions, wax accumulation",60% of plants showed strong phenotype; 30% medium; 10% mild,,,"Flowering, Fruit Property, Fruit yield, Gene expression"
6955802.pdf,10.3390/biology8040080,0.9,triticum aestivum,TaLIP,Gene Expression,Downregulated TaLIP expression,0.23-fold decrease,,,"Gene expression, Disease resistance"
6955802.pdf,10.3390/biology8040080,0.8,nicotiana benthamiana,TaLIP,Protein Localization,Altered subcellular localization,Observed in cytoplasm and chloroplast periphery,,,"Gene expression, Disease resistance"
8122443.pdf,10.3390/ijms22094337,0.9,rice,OsWRKY55,Overexpression,"Drought sensitivity, Reduced plant height, Decreased cell size","Survival rate: WT 80%, OE-1 20%, OE-2 25%; Plant height: WT 80 cm, OE-1 60 cm, OE-2 60 cm; Cell size: WT 50 µm, OE-1 30 µm, OE-2 30 µm",,,"Drought tolerance, Plant Transformation, Gene expression"
5316546.pdf,10.3389/fpls.2017.00194,0.9,arabidopsis thaliana,BASS2,Overexpression,Increased seed oil content,15%; 10%; 8%; 27%,soybean glycinin-1,,"Seed Property, Seed Yield"
10386709.pdf,10.3390/molecules28145429,0.9,penthorum chinense,ADH,Inhibitor Screening,Hepatoprotective effect,"Inhibition percentage: 57.9% ± 1.2%; Active compounds: vanillic acid (55.1% ± 1.0%), protocatechuic acid (68.3% ± 2.9%), gallic acid (61.9% ± 2.8%), naringenin (75.5% ± 2.1%)",,,"Pharmaceutical precursors, Disease resistance, Liver protection"
10219180.pdf,10.3390/ijms24109099,0.9,haloxylon ammodendron,Not specified,Metabolomic Analysis,Drought tolerance,296 upregulated; 113 downregulated,,,Drought tolerance
10219180.pdf,10.3390/ijms24109099,0.9,haloxylon persicum,Not specified,Metabolomic Analysis,Drought tolerance,452 upregulated; 198 downregulated,,,Drought tolerance
10142437.pdf,10.3390/plants12081614,0.9,maize,OsRCA,Overexpression,"Enhanced Rubisco activation state, increased photosynthetic rate",Net Photosynthetic Rate: 33.610 ± 4.962 μmol·m⁻²·s⁻¹; Intercellular CO₂ Concentration: 30.700 ± 14.407 mol·m⁻²·s⁻¹,35S,,"Photosynthesis, Plant Transformation, Above-ground biomass property"
6750609.pdf,10.1371/journal.pone.0222262,0.9,rice,OsASA1,Point Mutation,5-methyltryptophan resistance,Increase in tryptophan content; Increased amino acid content,,,"Amino acid biosynthesis, Crop improvement"
6750609.pdf,10.1371/journal.pone.0222262,0.9,rice,OsASA2,Point Mutation,5-methyltryptophan resistance,Increase in tryptophan content; Increased amino acid content,,,"Amino acid biosynthesis, Crop improvement"
6749642.pdf,10.1186/s13007-019-0494-9,0.9,nicotiana benthamiana,GFP,Synthetic UTRs,GFP fluorescence,pEAQ-HT-GFP: 100%; 5S0-350: ~60%; 5S0-351: ~60%; 5S0-352: ~60%; 5S0-353: ~40%; 5S0-354: ~80%; 5S0-355: ~90%; 5S0-356: ~70%; 5S0-357: ~70%; 5S0-3CPMN: ~200%,,,"Gene expression, Above-ground biomass yield, Material precursors"
5746745.pdf,10.3390/metabo7040065,0.9,lavandula latifolia,HMGR,Overexpression,Increased essential oil yield,Increased levels of essential oil and sterols in transgenic plants,,,"Essential oil production, Plant Transformation"
3346222.pdf,10.1093/jxb/err433,0.9,arabidopsis thaliana,ASPG1,Overexpression,"Drought avoidance, ABA sensitivity, ROS production",Stomatal closure increased by 90%; Endogenous ABA levels increased by 2.1-fold,,,"Drought tolerance, Above-ground biomass property"
4177055.pdf,Not found,0.9,Medicago sativa,MsSN1,Overexpression,Increased antimicrobial activity,0.05; 0.03; 0.04,,,Disease resistance
4177055.pdf,Not found,0.9,Medicago sativa,MsSN1,Overexpression,Decreased disease severity,0.8; 0.2; 0,,,Disease resistance
6163212.pdf,Not found,0.9,Oryza sativa,PP2C9,Overexpression,Nitrogen Utilization Efficiency,Leaf N content increased by 18%; Grain yield increased by 35%,,,"Nitrogen Utilization, Grain Yield"
6331856.pdf,Not found,0.9,Carapa guianensis,,,Isolation of novel limonoids,,,,Chemicals
8787272.pdf,10.3389/fpls.2021.769907,0.9,Citrus sinensis,CsLOB1,CRISPR/Cas9,Resistance to citrus canker,100% null mutation efficacy; 78.6% biallelic mutation rate,,,"Disease resistance, Genome editing"
10706117.pdf,10.3390/ijms242316775,0.9,Capsicum annuum,CaMLO2,CRISPR/Cas9,Disease resistance,Indel frequency: 5%; Indel frequency: 7%; Indel frequency: 10%,,,"Disease resistance, Genome editing"
6722425.pdf,10.3389/fnut.2019.00133,0.9,Solanum lycopersicum,Aft/atv/hp2,Natural Mutation,Anthocyanin accumulation in fruit,Anthocyanin content: 1.2 mg/g dry weight; Chlorogenic acid: 0.6 mg/g dry weight; Rutin: 0.8 mg/g dry weight,,,"Nutraceuticals, Fruit Property"
7475256.pdf,10.1093/jxb/eraa179,0.9,Rice,OsPAP10c,Overexpression,Increased root surface-associated APase activity; Increased secreted APase activity,μmol pNP h^-1 mg^-1 FW for root-associated APase; μmol pNP min^-1 mg^-1 protein for secreted APase,Ubiquitin promoter,,"Phosphorus Utilization, Root Property"
9907050.pdf,10.1093/hr/uhac258,0.9,Populus,miR390b,Overexpression,Promotes stem elongation and plant height growth,Plant height increased by 30%; Internode length increased by 30%,,,"Above-ground biomass property, Above-ground biomass yield"
6993525.pdf,Not found,0.9,Wheat,TaSTP13,Overexpression,Increased susceptibility to powdery mildew,Spore production: 1.5-fold increase; Conidiophores per colony: 2.0-fold increase,,,Disease resistance
6993525.pdf,Not found,0.9,Wheat,TaSTP13,Knockdown,Decreased susceptibility to stripe rust,Fungal biomass ratio: 0.8-fold decrease,,,Disease resistance
4091783.pdf,Not found,0.9,Arabidopsis thaliana,TOPP4,Phosphatase Activity,Degradation of DELLA proteins,Increased degradation of RGA and GAI proteins in TOPP4 overexpressing plants; Decreased degradation of RGA and GAI proteins in topp4-1 mutants,,,"Gene expression, Biosensing, Plant Transformation, Disease resistance, Photosynthesis"
4091783.pdf,Not found,0.8,Arabidopsis thaliana,RGA,Protein Stability,Accumulation of RGA protein,Accumulation of RGA protein in topp4-1 mutants; Reduced accumulation in TOPP4 overexpressing plants,CaMV 35S,,"Gene expression, Biosensing, Plant Transformation, Disease resistance, Photosynthesis"
4091783.pdf,Not found,0.8,Arabidopsis thaliana,GAI,Protein Stability,Accumulation of GAI protein,Accumulation of GAI protein in topp4-1 mutants; Reduced accumulation in TOPP4 overexpressing plants,CaMV 35S,,"Gene expression, Biosensing, Plant Transformation, Disease resistance, Photosynthesis"
5434062.pdf,10.1038/s41598-017-02207-z,0.9,Oryza sativa,"cry1Ab, cry1Ac, cry2Aa, cry1Ca",Transgenic,Resistance to lepidopteran pests,Cry1Ab: 1.1 ± 0.0 ng/g; Cry2Aa: 9.8 ± [value],rice actinI promoter,,"Above-ground biomass property, Disease resistance, Pest resistance"
10855346.pdf,10.3390/ijms25031497,0.9,Oryza sativa,Os04g0456900,Mutation,Early Tillering Vigor,Upregulated in ETV lines compared to LTV lines,,,"Above-ground biomass property, Tillering"
10855346.pdf,10.3390/ijms25031497,0.9,Oryza sativa,Os04g0506800,Mutation,Early Tillering Vigor,Upregulated in ETV lines compared to LTV lines,,,"Above-ground biomass property, Tillering"
10855346.pdf,10.3390/ijms25031497,0.9,Oryza sativa,Os04g0455650,Mutation,Early Tillering Vigor,Upregulated by 9.06-fold in ETV lines compared to LTV lines,,,"Above-ground biomass property, Tillering"
10855346.pdf,10.3390/ijms25031497,0.9,Oryza sativa,Os04g0470901,Mutation,Early Tillering Vigor,Downregulated by 2.0-fold in ETV lines compared to LTV lines,,,"Above-ground biomass property, Tillering"
10855346.pdf,10.3390/ijms25031497,0.9,Oryza sativa,Os04g0500600,Mutation,Early Tillering Vigor,Downregulated by 2.0-fold in ETV lines compared to LTV lines,,,"Above-ground biomass property, Tillering"
7849391.pdf,10.1093/nar/gkv271,0.9,Arabidopsis thaliana,Col-0,Temperature-induced mutations,Increased mutation rate,92 SNVs; 109 deletions; 29 insertions,,,"Gene expression, Plant Transformation, Genome editing"
7849391.pdf,10.1093/nar/gkv271,0.8,Arabidopsis thaliana,Col-0,Heat stress,HT-induced SNV and indel mutations,Higher SNV rate in HT compared to ST; 54.3% GC-to-AT transitions,,,"Gene expression, Plant Transformation, Genome editing"
5958304.pdf,10.3389/fpls.2018.00596,0.9,Medicago truncatula,MtTdp2α,Overexpression,Enhanced nucleolar activity,Enlarged nucleolar area: 44% expansion compared to CTRL; Increased frequency of multinucleolate cells: up to 4.3-fold compared to CTRL,,,"Gene expression, Above-ground biomass property"
6433927.pdf,10.1038/s42003-019-0354-1,0.9,Zea mays,ZmCYP94B1,Overexpression,Feminization of tassels,FBN/TBN ratio: 0.0 (wild type); 1.0 (ts2); 1.5 (Ts5); 2.0 (ts2; Ts5),,,"Flowering, Sex determination"
6433927.pdf,10.1038/s42003-019-0354-1,0.8,Zea mays,ZmCYP94B1,Overexpression,Reduced plant height,Mean height: 200 cm (wild type); 180 cm (Ts5/+),,,"Plant architecture, Vegetative growth"
6433927.pdf,10.1038/s42003-019-0354-1,0.7,Zea mays,ZmCYP94B1,Overexpression,Altered jasmonate metabolism,JA levels: Lower in Ts5; 12OH-JA-Ile levels: Higher in Ts5,,,"Hormone signaling, Metabolism"
6371443.pdf,Not found,0.9,Litchi chinensis,LcAIL6,RNA-Seq,Floral abortion,Expression level decreased,,,Flowering
6371443.pdf,Not found,0.9,Litchi chinensis,LcLHY,RNA-Seq,Floral abortion,Expression level increased,,,Flowering
6371443.pdf,Not found,0.9,Litchi chinensis,LcMED16,RNA-Seq,Floral abortion,Expression level increased,,,Flowering
6371443.pdf,Not found,0.9,Litchi chinensis,LcSKIP20,RNA-Seq,Floral abortion,Expression level increased,,,Flowering
6371443.pdf,Not found,0.9,Litchi chinensis,LcPOD20,RNA-Seq,Floral abortion,Expression level increased,,,Flowering
5963795.pdf,10.1371/journal.pone.0197907.g001,0.9,Plant,ER,Overexpression,Estrogenic activity,0.073 pg g–1; 0.030 pg g–1,,,Gene expression
5963795.pdf,10.1371/journal.pone.0197907.g001,0.9,Plant,AR,Overexpression,Anti-androgenic activity,216.21 ng g–1; 120.22 ng g–1,,,Gene expression
11711184.pdf,10.1038/s41467-024-55808-4,0.9,Cannabis sativa,CB1 receptor,Gene Expression,G protein coupling,EC50: 9.5; Emax: 100%,,,"Gene expression, Biosensing"
11711184.pdf,10.1038/s41467-024-55808-4,0.8,Cannabis sativa,CB1 receptor,Gene Expression,Arrestin recruitment,EC50: 9.5; Emax: 100%,,,"Gene expression, Biosensing"
5595772.pdf,10.1186/s12896-016-0271-z.,0.9,Maize,DAS-Ø15Ø7-1,Transgenic,Maize grain composition,Proximates and fibre; Amino acids; Fatty acids; Minerals; Vitamins; Secondary metabolites,,,"Above-ground biomass property, Above-ground biomass yield, Carbon Capture, Carbon storage, Nutrient utilization, Plant Transformation"
9623429.pdf,10.3389/fpls.2022.952428,0.9,Arabidopsis thaliana,AtGCS,Promoter-driven,Increased activity in root meristem,GUS activity; 1.7-fold higher mutation frequency; 8.3-fold higher for two target sites,AtGCS,,"Gene expression, Genome editing"
4831815.pdf,10.1371/journal.pone.0153218,0.9,Brassica rapa,Rcr1,Gene,Clubroot resistance,Disease severity index (DSI),,,Disease resistance
10217837.pdf,10.3390/ijms24108769,0.9,Plant,TRPV1,Expression,Blood Pressure Regulation,Capsaicin reduces blood pressure in hypertensive rats; Capsaicin lowers risk for hypertension in volunteers,,,"Pharmaceutical precursors, Disease resistance"
7356668.pdf,Not found,0.9,Abeliophyllum distichum,AKT3,Gene expression,Down-regulation of the PI3K/Akt signaling pathway,-2.18 (log2 fold change); p < 0.01 (p-value),,,"Gene expression, Anti-melanoma activity"
7356668.pdf,Not found,0.85,Abeliophyllum distichum,CASP9,Gene expression,Down-regulation of apoptosis-related gene,-1.09 (log2 fold change); p < 0.0023 (p-value),,,"Gene expression, Anti-melanoma activity"
7356668.pdf,Not found,0.8,Abeliophyllum distichum,BCL2,Gene expression,Down-regulation of anti-apoptotic gene,-1.27 (log2 fold change); p < 0.0183 (p-value),,,"Gene expression, Anti-melanoma activity"
3716973.pdf,Not found,0.9,Ipomoea batatas,Sporamin A precursor,Transcriptional profiling,Down-regulation of lignin biosynthesis,Down-regulation of lignin biosynthesis genes,,,"Above-ground biomass property, Biosensing, Biofuel precursors, Gene expression, Leaf property, Root Property, Storage, Wood biomass property"
3716973.pdf,Not found,0.9,Ipomoea batatas,Beta-amylase,Transcriptional profiling,Up-regulation of starch biosynthesis,Up-regulation of starch biosynthesis genes,,,"Above-ground biomass property, Biosensing, Biofuel precursors, Gene expression, Leaf property, Root Property, Storage, Wood biomass property"
3716973.pdf,Not found,0.9,Ipomoea batatas,Class I knotted1-like protein,Transcriptional profiling,Up-regulation of meristematic tissue identity,Up-regulation of KNOX genes,,,"Above-ground biomass property, Biosensing, Biofuel precursors, Gene expression, Leaf property, Root Property, Storage, Wood biomass property"
5873917.pdf,10.1002/cfg.405,0.9,Arabidopsis thaliana,SOB5,Overexpression,Dwarf phenotype,Reduced apical dominance; Smaller rosette leaves; Retarded root growth; Delayed senescence,,,"Plant Transformation, Above-ground biomass property"
5873917.pdf,10.1002/cfg.405,0.9,Arabidopsis thaliana,AtSOFL1,Overexpression,Dwarf phenotype,Reduced apical dominance; Smaller rosette leaves; Retarded root growth; Delayed senescence,,,"Plant Transformation, Above-ground biomass property"
5873917.pdf,10.1002/cfg.405,0.9,Arabidopsis thaliana,AtSOFL2,Overexpression,Dwarf phenotype,Reduced apical dominance; Smaller rosette leaves; Retarded root growth; Delayed senescence,,,"Plant Transformation, Above-ground biomass property"
10199469.pdf,10.1186/s12906-023-03994-x,0.9,Origanum majorana,,,Neuroinflammation-mediated cognitive impairment,Total phenolic content: 264.02 μg GAE/mg; Total flavonoid content: 4.37 μg QE/mg,,,"Pharmaceutical precursors, Neurodegenerative disease treatment"
